id_alumne,id_professor,dia,franja,materia,grup_curs,tipus_falta,comentari
111,443,2014-10-20,09:15:00-10:15:00,(TE2)Tecnologies,(ESO LOE 2 C) 2 ESO C,Absència,
111,439,2014-10-20,08:15:00-09:15:00,(MA2)Matemàtiques,(ESO LOE 2 C) 2 ESO C,Absència,
305,431,2014-10-20,10:40:00-11:35:00,(CM)Ciències per al món contemporani,(BATX LOE 1 A) 1 BATX ,Absència,
225,447,2014-10-20,08:15:00-09:15:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 C) 1 ESO C,Absència,
59,439,2014-10-20,10:40:00-11:35:00,(MA2)Matemàtiques,(ESO LOE 2 B) 2 ESO B,Absència,
149,439,2014-10-20,12:50:00-13:45:00,(MA2)Matemàtiques,(ESO LOE 2 A) 2 ESO A,Justificada,
38,439,2014-10-20,12:50:00-13:45:00,(MA2)Matemàtiques,(ESO LOE 2 A) 2 ESO A,Absència,
339,447,2014-10-20,09:15:00-10:15:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 B) 4 ESO B,Incident,A l hora del desdoblament d anglès la professora Carme Santolaria s ha queixat que aquest alumne estava jugant a l ordinador en comptes d estar fent la feina d anglès de la seva pàgina web Voices.
188,447,2014-10-20,09:15:00-10:15:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 B) 4 ESO B,Incident,A l hora del desdoblament d anglès la professora Carme Santolaria s ha queixat que aquest alumne estava jugant a l ordinador en comptes d estar fent la feina d anglès de la seva pàgina web Voices.
262,446,2014-10-20,13:45:00-14:45:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Absència,
232,446,2014-10-20,13:45:00-14:45:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Justificada,
239,446,2014-10-20,13:45:00-14:45:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Justificada,
111,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Absència,
171,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Incident,
98,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Incident,
132,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Incident,
185,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Incident,
39,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Incident,
144,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Incident,
180,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Incident,
66,446,2014-10-20,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Incident,
179,446,2014-10-16,13:45:00-14:45:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Absència, 
111,446,2014-10-16,13:45:00-14:45:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 C) 2 ESO C,Absència, 
126,450,2014-10-20,13:45:00-14:45:00,UF2. Gestors d arxius web,(CFPM IC10 C) 3 CFPM,Absència,
306,436,2014-10-20,11:35:00-12:35:00,(GR)Grec,(BATX LOE 1 A) 1 BATX ,Absència,
284,436,2014-10-20,11:35:00-12:35:00,(GR)Grec,(BATX LOE 1 A) 1 BATX ,Absència,
202,446,2014-10-17,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Absència, 
239,446,2014-10-17,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Justificada, 
240,446,2014-10-17,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Absència, 
204,446,2014-10-16,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident, 
259,446,2014-10-16,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident, 
215,446,2014-10-16,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident, 
232,446,2014-10-16,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident, 
233,446,2014-10-16,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident, 
239,446,2014-10-16,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Absència, 
262,446,2014-10-13,13:45:00-14:45:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Absència, 
38,446,2014-10-17,11:35:00-12:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Justificada, 
150,446,2014-10-17,11:35:00-12:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Justificada, 
116,446,2014-10-17,11:35:00-12:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Absència, 
169,446,2014-10-17,11:35:00-12:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Justificada, 
136,446,2014-10-17,11:35:00-12:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Incident, 
170,446,2014-10-17,11:35:00-12:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Incident, 
305,431,2014-10-20,11:35:00-12:35:00,(QI)Química,(BATX LOE 1 A) 1 BATX ,Absència,
311,431,2014-10-20,12:50:00-13:45:00,(CN3FQ)Ciències de la naturalesa - Física i Química,(ESO LOE 3 C) 3 ESO C,Justificada,
229,432,2014-10-20,12:50:00-13:45:00,(CS1)Ciències socials, geografia i història,(ESO LOE 1 B) 1 ESO B,Justificada,
191,432,2014-10-20,12:50:00-13:45:00,(CS1)Ciències socials, geografia i història,(ESO LOE 1 B) 1 ESO B,Absència,
305,431,2014-10-20,13:45:00-14:45:00,(TU)Tutoria,(BATX LOE 1 A) 1 BATX ,Absència,
145,440,2014-09-15,10:40:00-11:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
189,440,2014-09-16,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
239,440,2014-09-16,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
189,440,2014-09-23,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
215,440,2014-09-23,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
240,440,2014-09-23,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
172,440,2014-09-29,10:40:00-11:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Justificada, 
189,440,2014-09-29,10:40:00-11:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
232,440,2014-09-29,10:40:00-11:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Justificada, 
189,440,2014-09-30,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
239,440,2014-09-30,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
210,440,2014-10-02,09:15:00-10:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Justificada, 
189,440,2014-10-02,09:15:00-10:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
239,440,2014-10-02,09:15:00-10:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
189,440,2014-10-06,10:40:00-11:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència,
262,440,2014-10-06,10:40:00-11:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència,
189,440,2014-10-07,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
239,440,2014-10-07,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
244,440,2014-10-07,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
240,440,2014-10-09,09:15:00-10:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
189,440,2014-10-14,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
239,440,2014-10-14,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
244,440,2014-10-14,08:15:00-09:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Justificada, 
189,440,2014-10-16,09:15:00-10:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
239,440,2014-10-16,09:15:00-10:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Justificada, 
240,440,2014-10-16,09:15:00-10:15:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Absència, 
239,440,2014-10-20,10:40:00-11:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 A) 1 ESO A,Justificada, 
59,440,2014-09-16,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
59,440,2014-09-18,10:40:00-11:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
152,440,2014-09-23,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Justificada, 
154,440,2014-09-25,10:40:00-11:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Justificada, 
178,440,2014-09-30,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
164,440,2014-10-02,10:40:00-11:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Justificada, 
59,440,2014-10-02,10:40:00-11:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
78,440,2014-10-07,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
59,440,2014-10-07,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
76,440,2014-10-09,10:40:00-11:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
78,440,2014-10-09,10:40:00-11:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
59,440,2014-10-09,10:40:00-11:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
76,440,2014-10-13,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
59,440,2014-10-13,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
76,440,2014-10-14,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
166,440,2014-10-14,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Justificada, 
59,440,2014-10-14,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
76,440,2014-10-20,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
59,440,2014-10-20,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 B) 2 ESO B,Absència, 
39,440,2014-09-16,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Justificada, 
180,440,2014-09-18,12:50:00-13:45:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Justificada, 
111,440,2014-09-18,12:50:00-13:45:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
185,440,2014-09-30,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
111,440,2014-09-30,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
39,440,2014-10-07,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
180,440,2014-10-07,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
111,440,2014-10-07,09:15:00-10:15:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
143,440,2014-10-09,12:50:00-13:45:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Justificada, 
128,440,2014-10-09,12:50:00-13:45:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
39,440,2014-10-13,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
111,440,2014-10-13,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
179,440,2014-10-16,12:50:00-13:45:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
111,440,2014-10-16,12:50:00-13:45:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
111,440,2014-10-20,11:35:00-12:35:00,(LC2)Llengua catalana i literatura,(ESO LOE 2 C) 2 ESO C,Absència, 
180,439,2014-10-21,08:15:00-09:15:00,(MA2)Matemàtiques,(ESO LOE 2 C) 2 ESO C,Absència,
39,439,2014-10-21,08:15:00-09:15:00,(MA2)Matemàtiques,(ESO LOE 2 C) 2 ESO C,Absència,
140,439,2014-10-21,08:15:00-09:15:00,(MA2)Matemàtiques,(ESO LOE 2 C) 2 ESO C,Retard,
143,439,2014-10-21,08:15:00-09:15:00,(MA2)Matemàtiques,(ESO LOE 2 C) 2 ESO C,Retard,
78,446,2014-10-21,08:15:00-09:15:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 B) 2 ESO B,Absència,
76,459,2014-10-21,09:15:00-10:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 B) 2 ESO B,Absència,
78,459,2014-10-21,09:15:00-10:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 B) 2 ESO B,Absència,
59,459,2014-10-21,09:15:00-10:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 B) 2 ESO B,Absència,
169,443,2014-10-21,10:40:00-11:35:00,(TE2)Tecnologies,(ESO LOE 2 A) 2 ESO A,Justificada,
175,443,2014-10-21,10:40:00-11:35:00,(TE2)Tecnologies,(ESO LOE 2 A) 2 ESO A,Absència,
38,443,2014-10-21,10:40:00-11:35:00,(TE2)Tecnologies,(ESO LOE 2 A) 2 ESO A,Absència,
